,index,STN_LABEL,AccidentSeverityCategory,COM_NAME,# of accidents,AccidentUID,AccidentType,AccidentType_de,AccidentType_fr,AccidentType_it,AccidentType_en,AccidentSeverityCategory_de,AccidentSeverityCategory_fr,AccidentSeverityCategory_it,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_de,RoadType_fr,RoadType_it,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_de,AccidentMonth_fr,AccidentMonth_it,AccidentMonth_en,AccidentWeekDay,AccidentWeekDay_de,AccidentWeekDay_fr,AccidentWeekDay_it,AccidentWeekDay_en,AccidentHour,AccidentHour_text,geometry,latitude,longitude,Punkt,STR_NORTHING,STR_EASTING,STR_ESID,geom,address,Street_Name,Zip_Codes
400,2512,Brandenwaldstrasse,as1,Wattwil,1,975ED91D29B27EABE05328B9D80A9C48,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2678106,1241197,ZH,3,2019,11,November,novembre,Novembre,November,aw401,Montag,lundi,Lunedí,Monday,14,14h-15h,,47.31702241,8.47170709,POINT (8.471707090131456 47.31702240743097),1241197,2725491,10234672,"47.31702240743097,8.471707090131456","Zivilschutzanlage, 10, Schachenstrasse, Bonstetten, Bezirk Affoltern, Zürich, 8906, Schweiz/Suisse/Svizzera/Svizra", Schachenstrasse,8906
401,2510,Brand,as1,Sarnen,1,23761C468DB101A6E0530A8394277E65,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2728500,1194474,GL,1631,2015,11,November,novembre,Novembre,November,aw407,Sonntag,dimanche,Domenica,Sunday,5,05h-06h,,46.88895959,9.124804124,POINT (9.124804124385076 46.88895959245949),1194474,2658377,10243975,"46.88895959245949,9.124804124385076","4, Wichlen, Glarus Süd, Glarus, 8767, Schweiz/Suisse/Svizzera/Svizra", Wichlen,8767
402,2537,Burg,as1,Triengen,1,1FB2071480B800B4E0530A8394274D1F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684355,1232424,ZH,4,2015,8,August,août,Agosto,August,aw404,Donnerstag,jeudi,Giovedì,Thursday,15,15h-16h,,47.23735203,8.552702439,POINT (8.552702439387879 47.23735203041232),1232424,2648660,10083438,"47.23735203041232,8.552702439387879","Stäpferstrasse, Husertal, Ebertswil, Hausen am Albis, Bezirk Affoltern, Zürich, 8925, Schweiz/Suisse/Svizzera/Svizra",Stäpferstrasse,8925
403,2509,Brand,as1,Menzingen,1,E5EF78E59130002AE0430A83942749B1,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,2606002,1227100,SO,2513,2013,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,9,09h-10h,,47.19481938,7.517830665,POINT (7.517830664921134 47.19481937922025),1227100,2688087,10189514,"47.19481937922025,7.517830664921134","A5, Biberist, Bezirk Wasseramt, Amtei Bucheggberg-Wasseramt, Solothurn, 4562, Schweiz/Suisse/Svizzera/Svizra", A5,4562
404,2486,Bruggerstrasse,as1,Mellingen,1,FE0FB01AB8E0008EE0430A8394277028,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,2659414,1252487,AG,4193,2014,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,13,13h-14h,,47.42051075,8.2259914,POINT (8.225991399793671 47.42051074567598),1252487,2662825,10034903,"47.42051074567598,8.22599139979367","A1, Brunegg, Bezirk Lenzburg, Aargau, 5505, Schweiz/Suisse/Svizzera/Svizra", A1,5505
405,2487,Bruggstrasse,as1,Reinach (BL),1,45F5A64A1DDA0132E0530A839427233C,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2664551,1259890,AG,4038,2016,11,November,novembre,Novembre,November,aw401,Montag,lundi,Lunedí,Monday,14,14h-15h,,47.48660613,8.295133384,POINT (8.295133383937143 47.48660612881433),1259890,2612131,10087192,"47.48660612881433,8.295133383937143","61, Landstrasse, Nussbaumen, Obersiggenthal, Bezirk Baden, Aargau, 5415, Schweiz/Suisse/Svizzera/Svizra", Landstrasse,5415
406,2488,Bruggwiesenstrasse,as1,Illnau-Effretikon,1,86A22AAEBD113A35E05328B9D80ABD24,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2640800,1253592,SO,2492,2019,2,Februar,février,Febbraio,February,aw407,Sonntag,dimanche,Domenica,Sunday,9,09h-10h,,47.43186489,7.979425004,POINT (7.979425003656487 47.4318648937264),1253592,2694110,10117829,"47.4318648937264,7.979425003656487","Saalstrasse, Saalhof, Kienberg, Bezirk Gösgen, Amtei Olten-Gösgen, Solothurn, 4468, Schweiz/Suisse/Svizzera/Svizra",Saalstrasse,4468
407,2489,Bruggwiesenstrasse,as1,Zell (ZH),1,16D625EEC1CE0176E0530A8394270243,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2677304,1257003,ZH,96,2015,4,April,avril,Aprile,April,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,10,10h-11h,,47.45926736,8.46383151,POINT (8.463831509872319 47.45926736015656),1257003,2700614,10154396,"47.45926736015656,8.46383150987232","Wehntalerstrasse, Dielsdorf, Bezirk Dielsdorf, Zürich, 8157, Schweiz/Suisse/Svizzera/Svizra",Wehntalerstrasse,8157
408,2490,Bruggächerstrasse,as1,Mönchaltorf,1,E5658FBABA590294E0430A83942740A7,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2639040,1240799,AG,4280,2013,9,September,septembre,Settembre,September,aw406,Samstag,samedi,Sabato,Saturday,15,15h-16h,,47.31691048,7.954982313,POINT (7.954982313008122 47.31691048010349),1240799,2696609,10121000,"47.31691048010349,7.954982313008122","17, Striegelstrasse, Safenwil, Oftringen, Bezirk Zofingen, Aargau, 4665, Schweiz/Suisse/Svizzera/Svizra", Striegelstrasse,4665
409,2491,Bourbakistrasse,as1,Solothurn,1,4C3F3738B355018CE0530A839427959E,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2606651,1228901,SO,2601,2017,2,Februar,février,Febbraio,February,aw407,Sonntag,dimanche,Domenica,Sunday,18,18h-19h,,47.21101266,7.526421206,POINT (7.526421205657539 47.21101265875922),1228901,2606094,10026082,"47.211012658759216,7.526421205657539","33a, Weissensteinstrasse, Glutzenhübeli, Solothurn, Bezirk Solothurn, Amtei Solothurn-Lebern, Solothurn, 4500, Schweiz/Suisse/Svizzera/Svizra", Weissensteinstrasse,4500
410,2492,Brunnacker,as1,Bleienbach,1,3A0419739E9601E8E0530A839427F72A,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt439,andere,autre,Altro,Other,2678507,1226291,ZG,1702,2016,8,August,août,Agosto,August,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,15,15h-16h,,47.18291339,8.474408324,POINT (8.474408323842399 47.18291338522658),1226291,2624366,10062562,"47.182913385226584,8.474408323842399","Seeweg, Schluecht, Cham, Zug, 6330, Schweiz/Suisse/Svizzera/Svizra", Seeweg,6330
411,2493,Brunnen,as1,Lützelflüh,1,2A9D3E61EFB801D4E0530A83942766E3,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2563997,1206685,NE,6458,2016,1,Januar,janvier,Gennaio,January,aw402,Dienstag,mardi,Martedì,Tuesday,16,16h-17h,,47.01023339,6.965167111,POINT (6.965167111097273 47.01023338754865),1206685,2621965,10061703,"47.01023338754865,6.965167111097273","Boulangerie de la Dîme, Rue de la Dîme, Neuchâtel, 2009, Schweiz/Suisse/Svizzera/Svizra", Rue de la Dîme,2009
412,2494,Brunnenfeld,as1,Trogen,1,F8DD536D5FB301AEE0430A83942730BA,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2572226,1251574,JU,6800,2014,5,Mai,mai,Maggio,May,aw404,Donnerstag,jeudi,Giovedì,Thursday,11,11h-12h,,47.41438648,7.070604105,POINT (7.070604104977908 47.41438648364996),1251574,2755392,10091273,"47.414386483649956,7.070604104977908","Rue Merguin, Rue Achille-Merguin, Porrentruy, District de Porrentruy, Jura, 2900, Schweiz/Suisse/Svizzera/Svizra", Rue Achille-Merguin,2900
413,2495,Brunnenhöfli,as1,Wangen (SZ),1,6E5746C77498003AE0530A83942737AB,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2689872,1228009,ZH,293,2018,5,Mai,mai,Maggio,May,aw402,Dienstag,mardi,Martedì,Tuesday,11,11h-12h,,47.19691764,8.624673318,POINT (8.624673318121939 47.19691763867272),1228009,2709933,10017738,"47.19691763867272,8.624673318121939","Hirzelstrasse, Aesch, Schönenberg, Wädenswil, Bezirk Horgen, Zürich, 8820, Schweiz/Suisse/Svizzera/Svizra",Hirzelstrasse,8820
414,2496,Brunnenrainstrasse,as1,Menziken,1,1FB2071480B800B4E0530A8394274D1F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684355,1232424,ZH,4,2015,8,August,août,Agosto,August,aw404,Donnerstag,jeudi,Giovedì,Thursday,15,15h-16h,,47.23735203,8.552702439,POINT (8.552702439387879 47.23735203041232),1232424,2655820,10116974,"47.23735203041232,8.552702439387879","Stäpferstrasse, Husertal, Ebertswil, Hausen am Albis, Bezirk Affoltern, Zürich, 8925, Schweiz/Suisse/Svizzera/Svizra",Stäpferstrasse,8925
415,2497,Brunnenstrasse,as1,Uster,1,B1AA333C79D90160E0430A8394270160,at00,Andere,autres,Altri,Other,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2696948,1245326,ZH,198,2011,7,Juli,juillet,Luglio,July,aw402,Dienstag,mardi,Martedì,Tuesday,14,14h-15h,,47.351655,8.72177661,POINT (8.721776609603062 47.35165500260335),1245326,2696947,10003591,"47.35165500260335,8.721776609603062","BnB, 19, Brunnenstrasse, Kirchuster, Uster, Bezirk Uster, Zürich, 8610, Schweiz/Suisse/Svizzera/Svizra", Brunnenstrasse,8610
416,2498,Brunnenwiese,as1,Endingen,1,AC1ABB055B9670C1E05329B9D80AC206,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2657572,1265565,AG,4121,2020,8,August,août,Agosto,August,aw402,Dienstag,mardi,Martedì,Tuesday,18,18h-19h,,47.53829171,8.203270515,POINT (8.203270515164753 47.5382917083711),1265565,2664193,10038270,"47.538291708371105,8.203270515164753","Mandacherstrasse, Villigen, Bezirk Brugg, Aargau, 5234, Schweiz/Suisse/Svizzera/Svizra",Mandacherstrasse,5234
417,2499,Brunngartenweg / Chemin de la Fontaine,as1,Ederswiler,1,9085A92C0204617CE05328B9D80A868B,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,2739680,1252704,SG,3443,2019,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,16,16h-17h,,47.41032541,9.289479754,POINT (9.289479753653685 47.41032540827386),1252704,2591827,10147559,"47.410325408273856,9.289479753653685","Breitfeld, A1, Sankt Gallen Winkeln, St. Gallen, Wahlkreis St. Gallen, Sankt Gallen, 9015, Schweiz/Suisse/Svizzera/Svizra", A1,9015
418,2500,Brunngasse,as1,Bönigen,1,857500BD1513BB3BE05328B9D80A10CF,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,2688281,1170530,UR,1220,2019,2,Februar,février,Febbraio,February,aw405,Freitag,vendredi,Venerdì,Friday,16,16h-17h,,46.68015553,8.59252622,POINT (8.59252622004518 46.68015552794775),1170530,2634950,10005520,"46.680155527947754,8.59252622004518","Gotthardautobahn Nordrampe, Göschenen, Uri, 6487, Schweiz/Suisse/Svizzera/Svizra", Göschenen,6487
419,2501,Brunngasshalde,as1,Bern,1,7B4F406582C2AED8E05328B9D80AB2A4,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt439,andere,autre,Altro,Other,2595954,1199781,BE,351,2018,8,August,août,Agosto,August,aw405,Freitag,vendredi,Venerdì,Friday,14,14h-15h,,46.94910005,7.385485672,POINT (7.385485671631749 46.94910005226075),1199781,2600878,10057887,"46.94910005226075,7.385485671631749","60, Waldmannstrasse, Ackerli, Bethlehem, Stadtteil VI, Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3027, Schweiz/Suisse/Svizzera/Svizra", Waldmannstrasse,3027
420,2502,Brunnleitungsweg,as1,Vordemwald,1,5E170AC6481C0176E0530A839427AC7A,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2617929,1234778,BE,983,2017,9,September,septembre,Settembre,September,aw402,Dienstag,mardi,Martedì,Tuesday,16,16h-17h,,47.26366508,7.675524019,POINT (7.675524019039819 47.26366507709206),1234778,2633825,10239156,"47.263665077092064,7.675524019039819","14, Oltenstrasse, Oberbipp, Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 4538, Schweiz/Suisse/Svizzera/Svizra", Oltenstrasse,4538
421,2503,Breitmattboden,as1,Gipf-Oberfrick,1,1AE7EC39120A0120E0530A8394272E36,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2696064,1261339,ZH,230,2015,7,Juli,juillet,Luglio,July,aw402,Dienstag,mardi,Martedì,Tuesday,4,04h-05h,,47.4957882,8.713521916,POINT (8.71352191628308 47.49578819611275),1261339,2642584,10191013,"47.49578819611275,8.71352191628308","Zürcherstrasse, Brühlberg, Stadt, Winterthur, Bezirk Winterthur, Zürich, 8406, Schweiz/Suisse/Svizzera/Svizra",Zürcherstrasse,8406
422,2504,Breitmatt,as1,Attiswil,1,7A37C566D2440168E0530A8394278B0D,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2710927,1232313,SG,3340,2018,8,August,août,Agosto,August,aw402,Dienstag,mardi,Martedì,Tuesday,21,21h-22h,,47.23242605,8.90353914,POINT (8.903539139862371 47.2324260486113),1232313,2612853,10117525,"47.2324260486113,8.90353913986237","110, Rickenstrasse, Wagen, Rapperswil-Jona, Wahlkreis See-Gaster, Sankt Gallen, 8646, Schweiz/Suisse/Svizzera/Svizra", Rickenstrasse,8646
423,2505,Breitiweg,as1,Winkel,1,7CF9782E5F61D15EE05328B9D80ABDC6,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt439,andere,autre,Altro,Other,2611869,1260820,BL,2773,2018,10,Oktober,octobre,Ottobre,October,aw402,Dienstag,mardi,Martedì,Tuesday,9,09h-10h,,47.49802871,7.59614015,POINT (7.596140149623283 47.49802871428562),1260820,2683770,10128129,"47.498028714285624,7.596140149623283","Lochacker, Birseckstrasse, Reinach, Bezirk Arlesheim, Basel-Landschaft, 4153, Schweiz/Suisse/Svizzera/Svizra", Birseckstrasse,4153
424,2506,Breitiweg,as1,Dättlikon,1,291EA92FBB2B00F2E0530A839427EC67,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2618488,1264472,BL,2831,2015,12,Dezember,décembre,Dicembre,December,aw404,Donnerstag,jeudi,Giovedì,Thursday,16,16h-17h,,47.53072188,7.684133873,POINT (7.684133873016907 47.530721879943),1264472,2689023,10201955,"47.530721879943,7.684133873016907","Rheinstrasse, Pratteln, Bezirk Liestal, Basel-Landschaft, 4133, Schweiz/Suisse/Svizzera/Svizra",Rheinstrasse,4133
425,2507,Boxstellstrasse,as1,Diepoldsau,1,1FEAFF83096E011CE0530A8394271194,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2685887,1250887,ZH,261,2015,8,August,août,Agosto,August,aw401,Montag,lundi,Lunedí,Monday,11,11h-12h,,47.40320078,8.576468255,POINT (8.576468254907351 47.40320077857129),1250887,2767609,10087988,"47.40320077857129,8.57646825490735","25, Dübendorfstrasse, Schwamendingen Mitte, Schwamendingen, Zürich, Bezirk Zürich, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra", Dübendorfstrasse,8051
426,2508,Braati,as1,Bussnang,1,39C97BB7A2410054E0530A839427FA1D,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2613339,1267809,BS,2701,2016,8,August,août,Agosto,August,aw401,Montag,lundi,Lunedí,Monday,16,16h-17h,,47.56085821,7.615857499,POINT (7.615857498548653 47.56085820821203),1267809,2726579,10199293,"47.560858208212025,7.615857498548653","147, Grenzacherstrasse, Hirzbrunnen, Kleinbasel, Basel, Basel-Stadt, 5068, Schweiz/Suisse/Svizzera/Svizra", Grenzacherstrasse,5068
427,2536,Burain,as1,Rüschlikon,1,3941346D8F6D007EE0530A8394275B83,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt431,Autostrasse,semi-autoroute,Semiautostrada,Expressway,2724081,1240148,SG,3379,2016,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,5,05h-06h,,47.30054285,9.079367666,POINT (9.079367666042838 47.3005428472921),1240148,2684125,10067009,"47.3005428472921,9.079367666042838","Umfahrung Wattwil, Wattwil, Wahlkreis Toggenburg, Sankt Gallen, 9630, Schweiz/Suisse/Svizzera/Svizra", Wattwil,9630
428,2538,Burgdorfstrasse,as1,Oberdiessbach,1,C30AA3EFEAB601CAE0430A8394277541,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt431,Autostrasse,semi-autoroute,Semiautostrada,Expressway,2658464,1188569,OW,1406,2012,4,April,avril,Aprile,April,aw406,Samstag,samedi,Sabato,Saturday,8,08h-09h,,46.84569373,8.205132048,POINT (8.205132047561541 46.84569372607242),1188569,2613797,10116933,"46.84569372607242,8.205132047561541","A8, Ewil, Sachseln, Obwalden, 6062, Schweiz/Suisse/Svizzera/Svizra", A8,6062
429,2590,Biffertstrasse,as1,Rüthi (SG),1,C04C244139A301C0E0430A8394276023,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2724430,1240293,SG,3379,2012,4,April,avril,Aprile,April,aw406,Samstag,samedi,Sabato,Saturday,15,15h-16h,,47.30178102,9.084021398,POINT (9.084021397660363 47.30178101747171),1240293,2758165,10146242,"47.30178101747171,9.084021397660363","Rickenstrasse, Wattwil, Wahlkreis Toggenburg, Sankt Gallen, 9630, Schweiz/Suisse/Svizzera/Svizra",Rickenstrasse,9630
430,2565,Brünnliacher,as1,Krauchthal,1,41D0F37A47780060E0530A839427D685,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2768514,1205345,GR,3961,2016,10,Oktober,octobre,Ottobre,October,aw405,Freitag,vendredi,Venerdì,Friday,14,14h-15h,,46.97776797,9.65364739,POINT (9.653647390329841 46.9777679729248),1205345,2607135,10004956,"46.977767972924795,9.65364739032984","28, Fanas, Grüsch, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7214, Schweiz/Suisse/Svizzera/Svizra", Fanas,7214
431,2567,Buchenstrasse,as1,Würenlingen,1,081DC9DAE21601DAE0530A8394276A2B,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2748459,1263610,TG,4401,2014,11,November,novembre,Novembre,November,aw406,Samstag,samedi,Sabato,Saturday,17,17h-18h,,47.50646182,9.40938972,POINT (9.409389720429081 47.50646181816756),1263610,2662204,10239092,"47.50646181816756,9.40938972042908","Restaurant Post, St. Gallerstrasse, Stachen, Arbon, Bezirk Arbon, Thurgau, 9320, Schweiz/Suisse/Svizzera/Svizra", St. Gallerstrasse,9320
432,2568,Buchenweg,as1,Holderbank (AG),1,08E9419288E001BAE0530A8394273C29,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,2685595,1253331,ZH,66,2014,11,November,novembre,Novembre,November,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,17,17h-18h,,47.42521819,8.573068403,POINT (8.573068402999612 47.42521818680507),1253331,2655259,10157075,"47.42521818680507,8.573068402999612","A11, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra", A11,8152
433,2569,Buchenweg,as1,Inkwil,1,BAF02913746A0066E0430A8394270066,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2707150,1227547,SZ,1344,2012,3,März,mars,Marzo,March,aw401,Montag,lundi,Lunedí,Monday,9,09h-10h,,47.19018793,8.852536639,POINT (8.852536639298659 47.190187926757),1227547,2617944,10012985,"47.190187926757,8.852536639298659","03220 253, Bahnhofplatz, Oberdorf, Lachen, March, Schwyz, 8853, Schweiz/Suisse/Svizzera/Svizra", Bahnhofplatz,8853
